id,ieul_店舗id,branch_id,市区町村,city_id,名前,性別,gender,年齢,住所全部,物件種別,property_type,売却回数,sales_count,売却検討時期,査定依頼時期,売出時期,売却時期,引渡時期,査定価格,販売価格,値下げしたかどうか,売り出してから何ヶ月後に値下げしたか,値下げ価格,成約価格,媒介契約の形態,見出し,売却理由,売却時に不安だったこと,この会社に決めた理由,不動産会社の対応満足度,不動産会社の対応満足度の理由,今後売却する人へのアドバイス,不動産会社に改善してほしい点
1539,502,502,西尾市,1098,近藤 貴代,女性,2,57,西小梛町三ノ切横縄,戸建て,2,3回以上,3,2019-02-20,2019-02-20,2019-02-20,2019-03-27,2019-03-27,9500000,9500000,0,,,9500000,4,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1540,503,503,いわき市,422,金田 寛子,女性,2,59,好間町小谷作字樋口,マンション,1,初めて,1,2018-04-01,2018-04-01,2018-04-01,2020-02-29,2020-02-29,35800000,35800000,1,6,2000000,29800000,1,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1541,504,504,田村市,391,坂井 章,男性,1,57,船引町文珠字竹ノ内,土地,3,2回目,2,2015-07-10,2015-10-10,2015-07-10,2019-09-10,2019-09-10,4000000,1000000,0,,,1000000,4,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,3,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
1542,505,505,白石市,275,吉峰 健一,男性,1,57,斎川字笠松,戸建て,2,3回以上,3,2018-01-01,2018-02-10,2018-02-25,2018-05-17,2018-05-17,37000000,40000000,1,1,2000000,37000000,2,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特に有りませんが、店舗専用の駐車場がなかった。
1543,506,506,豊田市,1067,西野 孝文,男性,1,44,北篠平町大麦田,マンション,1,初めて,1,2017-12-15,2017-12-30,2018-03-01,2018-06-01,2018-06-20,24000000,23000000,1,2,2000000,21000000,4,担当者の対応が良かったです。,6,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1544,507,507,京都市上京区,1196,加藤 千春,女性,2,61,西石屋町大宮通五辻下る東入,土地,3,2回目,2,2017-07-01,2017-07-01,2017-07-01,2018-01-08,2018-02-28,12200000,12200000,0,,,12200000,3,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,3,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,こちらからフォローしないと連絡が途絶えるところ。
1545,508,508,白石市,275,秋本 和人,男性,1,52,白川内親字鯛ノ前,戸建て,2,3回以上,3,2019-06-15,2019-06-15,2019-06-15,2019-10-30,2019-10-30,120000000,200000000,0,,,220000000,3,担当者の対応が良かったです。,99,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1546,509,509,徳島市,1535,吉田 英子,女性,2,41,国府町西黒田字東傍示,マンション,1,初めて,1,2017-12-01,2017-12-01,2017-12-01,2017-12-01,2018-01-24,46000000,44800000,1,1,2000000,42800000,1,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,2,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,100%買取を提言しているが故に、売却価格を下げてまでとにかく売ろうとするのは、不信につながると思います。
1547,510,510,横手市,317,西 詩子,女性,2,63,大雄字藤巻,土地,3,2回目,2,2019-08-01,2019-09-01,2019-09-08,2019-10-31,2019-10-31,36000000,38000000,0,,,41800000,1,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特に名合。
1548,511,511,富田林市,1276,伊藤 奈美,女性,2,55,藤沢台６丁目,戸建て,2,3回以上,3,2017-12-01,2018-02-01,2018-03-01,2020-06-29,2019-06-29,5000000,5000000,1,1,5000000,3500000,1,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,2,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,時間的に工事に手をつけたいというのはわかり承諾しましたが、外構など外回りであればわかりますが、まだ自分が鍵を持った状態で室内まで工事され、全く様子が変わってしまったことは非常に残念でした。売るに至った経緯も話していただけに一歩立ち止まって欲しかったです。
1549,512,512,横手市,317,関 まりこ,女性,2,48,平鹿町醍醐字上藤嶋,マンション,1,初めて,1,2018-03-08,2018-05-15,2018-05-15,2019-05-25,2019-05-25,4000000,4000000,1,3,500000,2800000,2,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特になし
1550,513,513,いわき市,422,佐々木 美緒,女性,2,59,小名浜上神白字神明前,土地,3,2回目,2,2018-03-30,2018-03-30,2018-03-30,2018-04-27,2018-04-27,1300000,1300000,0,,,1300000,3,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
1551,514,514,南相馬市,371,中西 明日香,女性,2,51,小高区大井字西迫,戸建て,2,3回以上,3,2018-05-01,2018-05-01,2018-05-03,2018-12-08,2018-12-23,32000000,38000000,0,,,33500000,1,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特になし。
1552,515,515,いわき市,422,宇山 宏樹,男性,1,60,三和町下永井字火沢,マンション,1,初めて,1,2018-11-01,2018-12-01,2018-12-01,2019-05-01,2019-06-01,32800000,35800000,1,3,2000000,33600000,3,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特にはありません。
1553,516,516,奥州市,264,東田 正高,男性,1,59,胆沢区小山字長堤下,土地,3,2回目,2,2018-01-10,2018-01-31,2018-03-01,2018-08-01,2018-12-01,50000000,49800000,1,3,1000000,46800000,1,担当者の対応が良かったです。,4,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,キッズスペースのおもちゃがもう少しあると嬉しい。
1554,517,517,大崎市,283,岡村 英人,男性,1,50,岩出山池月字上一栗堀合,戸建て,2,3回以上,3,2018-03-01,2018-03-01,2018-03-01,2019-12-18,2020-01-20,8200000,6800000,0,,,3800000,3,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特になし
1555,518,518,仙台市青葉区,290,山田 幹夫,男性,1,61,旭ケ丘４丁目,マンション,1,初めて,1,2018-03-01,2018-12-01,2018-12-08,2018-12-25,2018-12-25,12000000,12000000,0,,,12000000,4,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1556,519,519,新城市,1073,加藤 英明,男性,1,54,長篠字森下,土地,3,2回目,2,2018-04-25,2019-05-31,2019-06-01,2019-06-30,2019-06-30,55000000,55000000,1,1,3000000,52000000,1,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,ないです。
1557,520,520,神埼市,1700,太田 雅子,女性,2,50,千代田町直鳥下直鳥,戸建て,2,3回以上,3,2016-09-10,2016-10-01,2016-10-10,2016-10-30,2016-10-30,12500000,12500000,0,,,12500000,1,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1558,521,521,吹田市,1220,牧村 仁,男性,1,59,青山台１丁目,マンション,1,初めて,1,2017-12-15,2017-12-15,2017-12-15,2018-04-13,2018-04-30,4000000,4000000,0,,,4000000,4,担当者の対応が良かったです。,2,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
1559,522,522,堺市南区,1215,村井 直子,女性,2,51,稲葉２丁,土地,3,2回目,2,2018-03-02,2018-03-02,2018-03-02,2018-05-15,2018-06-30,24900000,24900000,0,,,24900000,2,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,売れたあとは少し対応が雑でした。
1560,523,523,京都市上京区,1196,村瀬 麻衣,女性,2,61,下柳原南半町烏丸通寺之内西入上る,戸建て,2,3回以上,3,2018-04-01,2018-05-01,2018-05-01,2018-08-05,2018-08-05,7800000,7800000,0,,,9000000,4,担当者の対応が良かったです。,5,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特に思いつきません。
1561,524,524,奥州市,264,藤元 雄也,男性,1,60,江刺田原字宿,マンション,1,初めて,1,2017-10-01,2018-01-05,2018-01-05,2018-05-05,2018-07-26,28000000,31000000,0,,,28500000,1,担当者の対応が良かったです。,4,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特になし
1562,525,525,南砺市,829,柴田 光治,男性,1,48,福光五宝町,土地,3,2回目,2,2018-02-20,2018-02-25,2018-03-01,2018-04-01,2018-04-09,45000000,46800000,0,,,46800000,1,担当者の対応が良かったです。,3,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特になし
1563,526,526,府中市,668,田中 木綿子,女性,2,61,北山町４丁目,戸建て,2,3回以上,3,2017-12-30,2018-02-01,2018-02-01,2018-04-01,2018-06-01,60000000,60000000,0,,,60000000,1,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1564,527,527,阿南市,1529,竹内 健作,その他・不明,99,41,長生町三倉中沢,マンション,1,初めて,1,2018-02-01,2018-06-30,2018-07-01,2018-07-31,2018-07-31,40000000,40000000,0,,,40000000,2,担当者の対応が良かったです。,1,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,3,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,
1565,528,528,豊明市,1129,中山 奈穂,女性,2,40,沓掛町山田,土地,3,2回目,2,2018-02-20,2018-02-20,2018-02-20,2018-06-14,2018-08-10,15000000,14800000,1,1,1000000,12800000,3,担当者の対応が良かったです。,3,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
1566,529,529,角田市,289,村上 史,男性,1,40,毛萱字堂町,戸建て,2,3回以上,3,2018-07-10,2018-09-01,2018-09-01,2018-10-10,2018-11-01,23000000,24500000,0,,,24500000,4,担当者の対応が良かったです。,6,山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,木曾路はすべて山の中である。あるところは岨づたいに,全てにおいて完璧で、文句のつけどころがありません。
